2025-12-17 02:52:26,291 INFO    MainThread:89778 [wandb_setup.py:_flush():80] Current SDK version is 0.23.1
2025-12-17 02:52:26,292 INFO    MainThread:89778 [wandb_setup.py:_flush():80] Configure stats pid to 89778
2025-12-17 02:52:26,292 INFO    MainThread:89778 [wandb_setup.py:_flush():80] Loading settings from /Users/raymond/.config/wandb/settings
2025-12-17 02:52:26,292 INFO    MainThread:89778 [wandb_setup.py:_flush():80] Loading settings from /Users/raymond/Research/LLM-Topic-Modeling/wandb/settings
2025-12-17 02:52:26,292 INFO    MainThread:89778 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-12-17 02:52:26,292 INFO    MainThread:89778 [wandb_init.py:setup_run_log_directory():714] Logging user logs to /Users/raymond/Research/LLM-Topic-Modeling/wandb/offline-run-20251217_025226-c83llmfr/logs/debug.log
2025-12-17 02:52:26,292 INFO    MainThread:89778 [wandb_init.py:setup_run_log_directory():715] Logging internal logs to /Users/raymond/Research/LLM-Topic-Modeling/wandb/offline-run-20251217_025226-c83llmfr/logs/debug-internal.log
2025-12-17 02:52:26,292 INFO    MainThread:89778 [wandb_init.py:init():841] calling init triggers
2025-12-17 02:52:26,292 INFO    MainThread:89778 [wandb_init.py:init():846] wandb.init called with sweep_config: {}
config: {'model': 'combined', 'dataset': 'tweet', 'num_topics': 10, 'num_epochs': 10, 'batch_size': 64, 'lr': 0.002, 'hidden_size': 200, 'num_hidden_layers': 2, 'activation': 'softplus', 'solver': 'adam', 'top_words': 10, 'num_seeds': 1, '_wandb': {}}
2025-12-17 02:52:26,292 INFO    MainThread:89778 [wandb_init.py:init():889] starting backend
2025-12-17 02:52:26,558 INFO    MainThread:89778 [wandb_init.py:init():892] sending inform_init request
2025-12-17 02:52:26,599 INFO    MainThread:89778 [wandb_init.py:init():900] backend started and connected
2025-12-17 02:52:26,604 INFO    MainThread:89778 [wandb_init.py:init():970] updated telemetry
2025-12-17 02:52:26,633 INFO    MainThread:89778 [wandb_init.py:init():994] communicating run to backend with 90.0 second timeout
2025-12-17 02:52:26,730 INFO    MainThread:89778 [wandb_init.py:init():1041] starting run threads in backend
2025-12-17 02:52:26,802 INFO    MainThread:89778 [wandb_run.py:_console_start():2521] atexit reg
2025-12-17 02:52:26,802 INFO    MainThread:89778 [wandb_run.py:_redirect():2369] redirect: wrap_raw
2025-12-17 02:52:26,802 INFO    MainThread:89778 [wandb_run.py:_redirect():2438] Wrapping output streams.
2025-12-17 02:52:26,802 INFO    MainThread:89778 [wandb_run.py:_redirect():2461] Redirects installed.
2025-12-17 02:52:26,804 INFO    MainThread:89778 [wandb_init.py:init():1081] run started, returning control to user process
2025-12-17 03:04:20,005 INFO    MainThread:89778 [wandb_run.py:_finish():2287] finishing run llm-topics/tweet/c83llmfr
2025-12-17 03:04:20,005 INFO    MainThread:89778 [wandb_run.py:_atexit_cleanup():2486] got exitcode: 0
2025-12-17 03:04:20,005 INFO    MainThread:89778 [wandb_run.py:_restore():2468] restore
2025-12-17 03:04:20,005 INFO    MainThread:89778 [wandb_run.py:_restore():2474] restore done
